Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,Rating
750-57-9686,TP HCM,Normal,Nữ,Home and lifestyle,45.38,4,9.076,190.596,1/8/19,13:48,Credit card,181.52,8.7
186-09-3669,TP HCM,Member,Nữ,Health and beauty,81.51,1,4.0755,85.5855,1/22/19,10:57,Ewallet,81.51,9.2
848-07-1692,Đà Nẵng,Normal,Nữ,Health and beauty,57.22,2,5.722,120.162,1/12/19,17:13,Ewallet,114.44,8.3
745-71-3520,TP HCM,Member,Nữ,Electronic accessories,25.22,7,8.827,185.367,2/4/19,10:23,Cash,176.54,8.2
266-76-6436,TP HCM,Member,Nữ,Food and beverages,38.6,3,5.79,121.59,3/28/19,13:57,Ewallet,115.8,7.5
740-22-2500,TP HCM,Normal,Nữ,Electronic accessories,84.05,3,12.6075,264.7575,1/23/19,13:29,Cash,252.15,9.8
271-88-8734,TP HCM,Member,Nữ,Fashion accessories,97.21,10,48.605,1020.705,2/8/19,13:00,Credit card,972.1,8.7
301-81-8610,Đà Nẵng,Member,Nam,Fashion accessories,25.42,8,10.168,213.528,3/19/19,19:42,Credit card,203.36,6.7
489-64-4354,TP HCM,Normal,Nam,Fashion accessories,16.28,1,0.814,17.094,3/9/19,15:36,Cash,16.28,5
198-84-7132,Đà Nẵng,Member,Nam,Fashion accessories,40.61,9,18.2745,383.7645,1/2/19,13:40,Cash,365.49,7
269-10-8440,TP HCM,Member,Nam,Health and beauty,53.17,7,18.6095,390.7995,1/21/19,18:01,Cash,372.19,8.9
650-98-6268,Đà Nẵng,Member,Nữ,Food and beverages,20.87,3,3.1305,65.7405,3/20/19,13:53,Credit card,62.61,8
741-73-3559,Đà Nẵng,Normal,Nam,Sports and travel,67.27,5,16.8175,353.1675,2/27/19,17:27,Cash,336.35,6.9
325-77-6186,Hà Nội,Member,Nữ,Home and lifestyle,90.65,10,45.325,951.825,3/8/19,10:53,Ewallet,906.5,7.3
286-75-7818,Đà Nẵng,Normal,Nam,Fashion accessories,69.08,2,6.908,145.068,1/31/19,19:48,Credit card,138.16,6.9
574-57-9721,TP HCM,Normal,Nam,Food and beverages,43.27,2,4.327,90.867,3/8/19,16:53,Ewallet,86.54,5.7
459-50-7686,TP HCM,Normal,Nữ,Electronic accessories,23.46,6,7.038,147.798,1/13/19,19:14,Ewallet,140.76,6.4
616-87-0016,Đà Nẵng,Normal,Nam,Fashion accessories,95.54,7,33.439,702.219,3/9/19,14:36,Credit card,668.78,9.6
837-55-7229,Đà Nẵng,Normal,Nữ,Fashion accessories,47.44,1,2.372,49.812,2/22/19,18:19,Credit card,47.44,6.8
751-69-0068,TP HCM,Normal,Nam,Sports and travel,99.24,9,44.658,937.818,3/19/19,19:09,Ewallet,893.16,9
257-73-1380,TP HCM,Member,Nam,Sports and travel,82.93,4,16.586,348.306,1/20/19,16:51,Ewallet,331.72,9.6
345-08-4992,Hà Nội,Normal,Nam,Home and lifestyle,33.99,6,10.197,214.137,3/8/19,15:37,Credit card,203.94,7.7
549-96-4200,TP HCM,Member,Nam,Food and beverages,17.04,4,3.408,71.568,3/8/19,20:15,Ewallet,68.16,7
810-60-6344,TP HCM,Normal,Nữ,Electronic accessories,40.86,8,16.344,343.224,2/7/19,14:38,Credit card,326.88,6.5
450-28-2866,TP HCM,Member,Nam,Food and beverages,17.44,5,4.36,91.56,1/15/19,19:25,Cash,87.2,8.1
394-30-3170,Đà Nẵng,Member,Nữ,Sports and travel,88.43,8,35.372,742.812,3/22/19,19:35,Credit card,707.44,4.3
138-17-5109,TP HCM,Member,Nữ,Home and lifestyle,89.21,9,40.1445,843.0345,1/15/19,15:42,Credit card,802.89,6.5
192-98-7397,TP HCM,Normal,Nam,Fashion accessories,12.78,1,0.639,13.419,1/8/19,14:11,Ewallet,12.78,9.5
301-11-9629,Hà Nội,Normal,Nữ,Sports and travel,19.1,7,6.685,140.385,1/15/19,10:43,Cash,133.7,9.7
390-80-5128,Đà Nẵng,Member,Nữ,Health and beauty,19.15,1,0.9575,20.1075,1/28/19,17:58,Credit card,19.15,9.5
235-46-8343,TP HCM,Member,Nam,Food and beverages,27.66,10,13.83,290.43,2/14/19,11:26,Credit card,276.6,8.9
453-12-7053,TP HCM,Normal,Nam,Fashion accessories,45.74,3,6.861,144.081,3/10/19,17:38,Credit card,137.22,6.5
296-11-7041,Đà Nẵng,Member,Nữ,Health and beauty,27.07,1,1.3535,28.4235,1/12/19,20:07,Credit card,27.07,5.3
449-27-2918,Đà Nẵng,Member,Nữ,Sports and travel,39.12,1,1.956,41.076,3/26/19,11:02,Credit card,39.12,9.6
891-01-7034,TP HCM,Normal,Nữ,Electronic accessories,74.71,6,22.413,470.673,1/1/19,19:07,Cash,448.26,6.7
744-09-5786,TP HCM,Normal,Nam,Electronic accessories,22.01,6,6.603,138.663,1/2/19,18:50,Cash,132.06,7.6
727-17-0390,Hà Nội,Normal,Nữ,Food and beverages,63.61,5,15.9025,333.9525,3/16/19,12:43,Ewallet,318.05,4.8
568-88-3448,Hà Nội,Normal,Nam,Health and beauty,25,1,1.25,26.25,3/3/19,15:09,Ewallet,25,5.5
187-83-5490,Hà Nội,Member,Nam,Electronic accessories,20.77,4,4.154,87.234,1/31/19,13:47,Cash,83.08,4.7
767-54-1907,Đà Nẵng,Member,Nữ,Fashion accessories,29.56,5,7.39,155.19,2/13/19,16:59,Cash,147.8,6.9
710-46-4433,Đà Nẵng,Member,Nữ,Food and beverages,77.4,9,34.83,731.43,2/15/19,14:15,Credit card,696.6,4.5
533-33-5337,Đà Nẵng,Normal,Nam,Electronic accessories,79.39,10,39.695,833.595,2/7/19,20:24,Cash,793.9,6.2
325-90-8763,TP HCM,Member,Nữ,Electronic accessories,46.57,10,23.285,488.985,1/27/19,13:58,Cash,465.7,7.6
729-46-7422,TP HCM,Normal,Nam,Food and beverages,35.89,1,1.7945,37.6845,2/23/19,16:52,Credit card,35.89,7.9
639-76-1242,TP HCM,Normal,Nam,Food and beverages,40.52,5,10.13,212.73,2/3/19,15:19,Cash,202.6,4.5
234-03-4040,TP HCM,Member,Nữ,Food and beverages,73.05,10,36.525,767.025,3/3/19,12:25,Credit card,730.5,8.7
326-71-2155,TP HCM,Normal,Nữ,Sports and travel,73.95,4,14.79,310.59,2/3/19,10:02,Cash,295.8,6.1
320-32-8842,TP HCM,Member,Nữ,Food and beverages,22.62,1,1.131,23.751,3/17/19,18:58,Cash,22.62,6.4
470-32-9057,Hà Nội,Member,Nam,Food and beverages,51.34,5,12.835,269.535,3/28/19,15:31,Credit card,256.7,9.1
878-30-2331,TP HCM,Member,Nữ,Sports and travel,54.55,10,27.275,572.775,3/2/19,11:22,Credit card,545.5,7.1
440-59-5691,TP HCM,Member,Nữ,Health and beauty,37.15,7,13.0025,273.0525,2/8/19,13:12,Credit card,260.05,7.7
554-53-3790,TP HCM,Normal,Nam,Sports and travel,37.02,6,11.106,233.226,3/22/19,18:33,Cash,222.12,4.5
746-19-0921,TP HCM,Normal,Nam,Food and beverages,21.58,1,1.079,22.659,2/9/19,10:02,Ewallet,21.58,7.2
233-34-0817,TP HCM,Member,Nữ,Electronic accessories,98.84,1,4.942,103.782,2/15/19,11:21,Cash,98.84,8.4
767-05-1286,TP HCM,Member,Nữ,Home and lifestyle,83.77,6,25.131,527.751,1/23/19,12:10,Ewallet,502.62,5.4
340-21-9136,Hà Nội,Member,Nữ,Sports and travel,40.05,4,8.01,168.21,1/25/19,11:40,Cash,160.2,9.7
405-31-3305,Hà Nội,Member,Nam,Fashion accessories,43.13,10,21.565,452.865,2/2/19,18:31,Credit card,431.3,5.5
731-59-7531,TP HCM,Member,Nam,Health and beauty,72.57,8,29.028,609.588,3/30/19,17:58,Cash,580.56,4.6
676-39-6028,Hà Nội,Member,Nữ,Electronic accessories,64.44,5,16.11,338.31,3/30/19,17:04,Cash,322.2,6.6
502-05-1910,Hà Nội,Normal,Nam,Health and beauty,65.18,3,9.777,205.317,2/25/19,20:35,Credit card,195.54,6.3
485-30-8700,Hà Nội,Normal,Nữ,Sports and travel,33.26,5,8.315,174.615,3/18/19,16:10,Credit card,166.3,4.2
598-47-9715,TP HCM,Normal,Nam,Electronic accessories,84.07,4,16.814,353.094,3/7/19,16:54,Ewallet,336.28,4.4
701-69-8742,TP HCM,Normal,Nam,Sports and travel,34.37,10,17.185,360.885,3/16/19,10:11,Ewallet,343.7,6.7
575-67-1508,TP HCM,Normal,Nam,Electronic accessories,38.6,1,1.93,40.53,1/29/19,11:26,Ewallet,38.6,6.7
541-08-3113,TP HCM,Normal,Nam,Food and beverages,65.97,8,26.388,554.148,2/2/19,20:29,Cash,527.76,8.4
246-11-3901,TP HCM,Normal,Nữ,Electronic accessories,32.8,10,16.4,344.4,2/15/19,12:12,Cash,328,6.2
674-15-9296,TP HCM,Normal,Nam,Sports and travel,37.14,5,9.285,194.985,1/8/19,13:05,Ewallet,185.7,5
305-18-3552,TP HCM,Member,Nam,Home and lifestyle,60.38,10,30.19,633.99,2/12/19,16:19,Cash,603.8,6
493-65-6248,TP HCM,Member,Nữ,Sports and travel,36.98,10,18.49,388.29,1/1/19,19:48,Credit card,369.8,7
438-01-4015,Đà Nẵng,Member,Nữ,Sports and travel,49.49,4,9.898,207.858,3/21/19,15:25,Ewallet,197.96,6.6
709-58-4068,Đà Nẵng,Normal,Nữ,Fashion accessories,41.09,10,20.545,431.445,2/28/19,14:42,Cash,410.9,7.3
795-49-7276,TP HCM,Normal,Nam,Fashion accessories,37.15,4,7.43,156.03,3/23/19,18:59,Ewallet,148.6,8.3
556-72-8512,TP HCM,Normal,Nam,Home and lifestyle,22.96,1,1.148,24.108,1/30/19,20:47,Cash,22.96,4.3
627-95-3243,Đà Nẵng,Member,Nữ,Home and lifestyle,77.68,9,34.956,734.076,2/4/19,13:21,Ewallet,699.12,9.8
686-41-0932,Đà Nẵng,Normal,Nữ,Fashion accessories,34.7,2,3.47,72.87,3/13/19,19:48,Ewallet,69.4,8.2
510-09-5628,TP HCM,Member,Nữ,Fashion accessories,19.66,10,9.83,206.43,3/15/19,18:20,Credit card,196.6,7.2
608-04-3797,Đà Nẵng,Member,Nữ,Health and beauty,25.32,8,10.128,212.688,3/5/19,20:24,Ewallet,202.56,8.7
148-82-2527,TP HCM,Member,Nữ,Home and lifestyle,12.12,10,6.06,127.26,3/5/19,13:44,Credit card,121.2,8.4
437-53-3084,TP HCM,Normal,Nam,Fashion accessories,99.89,2,9.989,209.769,2/26/19,11:48,Ewallet,199.78,7.1
632-32-4574,TP HCM,Normal,Nam,Sports and travel,75.92,8,30.368,637.728,3/20/19,14:14,Cash,607.36,5.5
556-97-7101,TP HCM,Normal,Nữ,Electronic accessories,63.22,2,6.322,132.762,1/1/19,15:51,Cash,126.44,8.5
862-59-8517,TP HCM,Normal,Nữ,Food and beverages,90.24,6,27.072,568.512,1/27/19,11:17,Cash,541.44,6.2
401-18-8016,TP HCM,Member,Nữ,Sports and travel,98.13,1,4.9065,103.0365,1/21/19,17:36,Cash,98.13,8.9
420-18-8989,TP HCM,Member,Nữ,Sports and travel,51.52,8,20.608,432.768,2/2/19,15:47,Cash,412.16,9.6
277-63-2961,TP HCM,Member,Nam,Sports and travel,73.97,1,3.6985,77.6685,2/3/19,15:53,Credit card,73.97,5.4
573-98-8548,TP HCM,Member,Nữ,Fashion accessories,31.9,1,1.595,33.495,1/5/19,12:40,Ewallet,31.9,9.1
620-02-2046,TP HCM,Normal,Nam,Home and lifestyle,69.4,2,6.94,145.74,1/27/19,19:48,Ewallet,138.8,9
282-35-2475,Đà Nẵng,Normal,Nữ,Sports and travel,93.31,2,9.331,195.951,3/25/19,17:53,Cash,186.62,6.3
511-54-3087,Đà Nẵng,Normal,Nam,Sports and travel,88.45,1,4.4225,92.8725,2/25/19,16:36,Credit card,88.45,9.5
726-29-6793,TP HCM,Member,Nam,Electronic accessories,24.18,8,9.672,203.112,1/28/19,20:54,Ewallet,193.44,9.8
387-49-4215,Đà Nẵng,Member,Nữ,Sports and travel,48.5,3,7.275,152.775,1/8/19,12:50,Cash,145.5,6.7
862-17-9201,Đà Nẵng,Normal,Nữ,Food and beverages,84.05,6,25.215,529.515,1/29/19,10:48,Credit card,504.3,7.7
291-21-5991,Đà Nẵng,Member,Nam,Health and beauty,61.29,5,15.3225,321.7725,3/29/19,14:28,Cash,306.45,7
602-80-9671,TP HCM,Member,Nữ,Home and lifestyle,15.95,6,4.785,100.485,2/9/19,17:15,Credit card,95.7,5.1
347-72-6115,TP HCM,Member,Nữ,Sports and travel,90.74,7,31.759,666.939,1/16/19,18:03,Credit card,635.18,6.2
209-61-0206,Hà Nội,Normal,Nữ,Home and lifestyle,42.91,5,10.7275,225.2775,1/5/19,17:29,Ewallet,214.55,6.1
595-27-4851,Hà Nội,Normal,Nữ,Fashion accessories,54.28,7,18.998,398.958,1/27/19,18:05,Ewallet,379.96,9.3
189-52-0236,Hà Nội,Normal,Nam,Electronic accessories,99.55,7,34.8425,731.6925,3/14/19,12:07,Cash,696.85,7.6
503-07-0930,TP HCM,Member,Nam,Sports and travel,58.39,7,20.4365,429.1665,2/23/19,19:49,Credit card,408.73,8.2
413-20-6708,TP HCM,Member,Nữ,Fashion accessories,51.47,1,2.5735,54.0435,3/18/19,15:52,Ewallet,51.47,8.5
425-85-2085,TP HCM,Member,Nam,Health and beauty,54.86,5,13.715,288.015,3/29/19,16:48,Ewallet,274.3,9.8
521-18-7827,TP HCM,Member,Nam,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/19,20:46,Credit card,196.95,8.7
220-28-1851,TP HCM,Normal,Nam,Home and lifestyle,34.73,2,3.473,72.933,3/1/19,18:14,Ewallet,69.46,9.7
600-38-9738,TP HCM,Member,Nam,Sports and travel,71.92,5,17.98,377.58,1/17/19,15:05,Credit card,359.6,4.3
734-91-1155,TP HCM,Normal,Nữ,Electronic accessories,45.71,3,6.8565,143.9865,3/26/19,10:34,Credit card,137.13,7.7
451-28-5717,TP HCM,Member,Nữ,Home and lifestyle,83.17,6,24.951,523.971,3/20/19,11:23,Cash,499.02,7.3
609-81-8548,Hà Nội,Member,Nữ,Home and lifestyle,37.44,6,11.232,235.872,2/6/19,13:55,Credit card,224.64,5.9
133-14-7229,TP HCM,Normal,Nam,Health and beauty,62.87,2,6.287,132.027,1/1/19,11:43,Cash,125.74,5
534-01-4457,Hà Nội,Normal,Nam,Food and beverages,81.71,6,24.513,514.773,1/27/19,14:36,Credit card,490.26,8
719-89-8991,Hà Nội,Member,Nữ,Sports and travel,91.41,5,22.8525,479.9025,2/25/19,16:03,Ewallet,457.05,7.1
286-62-6248,Đà Nẵng,Normal,Nam,Fashion accessories,39.21,4,7.842,164.682,1/16/19,20:03,Credit card,156.84,9
339-38-9982,Đà Nẵng,Member,Nam,Fashion accessories,59.86,2,5.986,125.706,1/13/19,14:55,Ewallet,119.72,6.7
827-44-5872,Đà Nẵng,Member,Nữ,Food and beverages,54.36,10,27.18,570.78,2/7/19,11:28,Credit card,543.6,6.1
827-77-7633,Hà Nội,Normal,Nam,Sports and travel,98.09,9,44.1405,926.9505,2/17/19,19:41,Cash,882.81,9.3
287-83-1405,Hà Nội,Normal,Nam,Health and beauty,25.43,6,7.629,160.209,2/12/19,19:01,Ewallet,152.58,7
435-13-4908,Hà Nội,Member,Nam,Fashion accessories,86.68,8,34.672,728.112,1/24/19,18:04,Credit card,693.44,7.2
857-67-9057,TP HCM,Normal,Nam,Electronic accessories,22.95,10,11.475,240.975,2/6/19,19:20,Ewallet,229.5,8.2
236-27-1144,TP HCM,Normal,Nữ,Food and beverages,16.31,9,7.3395,154.1295,3/26/19,10:31,Ewallet,146.79,8.4
892-05-6689,TP HCM,Normal,Nữ,Home and lifestyle,28.32,5,7.08,148.68,3/11/19,13:28,Ewallet,141.6,6.2
583-41-4548,TP HCM,Normal,Nam,Home and lifestyle,16.67,7,5.8345,122.5245,2/7/19,11:36,Ewallet,116.69,7.4
339-12-4827,TP HCM,Member,Nữ,Fashion accessories,73.96,1,3.698,77.658,1/5/19,11:32,Credit card,73.96,5
643-38-7867,Hà Nội,Normal,Nam,Home and lifestyle,97.94,1,4.897,102.837,3/7/19,11:44,Ewallet,97.94,6.9
308-81-0538,Hà Nội,Normal,Nữ,Fashion accessories,73.05,4,14.61,306.81,2/25/19,17:16,Credit card,292.2,4.9
358-88-9262,TP HCM,Member,Nữ,Food and beverages,87.48,6,26.244,551.124,2/1/19,18:43,Ewallet,524.88,5.1
460-35-4390,Hà Nội,Normal,Nam,Home and lifestyle,30.68,3,4.602,96.642,1/22/19,11:00,Ewallet,92.04,9.1
343-87-0864,TP HCM,Member,Nam,Health and beauty,75.88,1,3.794,79.674,1/3/19,10:30,Credit card,75.88,7.1
173-50-1108,Đà Nẵng,Member,Nữ,Sports and travel,20.18,4,4.036,84.756,2/13/19,12:14,Credit card,80.72,5
243-47-2663,TP HCM,Member,Nam,Electronic accessories,18.77,6,5.631,118.251,1/28/19,16:43,Credit card,112.62,5.5
841-18-8232,Đà Nẵng,Normal,Nữ,Food and beverages,71.2,1,3.56,74.76,1/5/19,20:40,Credit card,71.2,9.2
701-23-5550,Đà Nẵng,Member,Nam,Home and lifestyle,38.81,4,7.762,163.002,3/19/19,13:40,Ewallet,155.24,4.9
647-50-1224,Hà Nội,Normal,Nữ,Fashion accessories,29.42,10,14.71,308.91,1/12/19,16:23,Ewallet,294.2,8.9
541-48-8554,Hà Nội,Normal,Nam,Sports and travel,60.95,9,27.4275,575.9775,1/7/19,12:08,Credit card,548.55,6
539-21-7227,Đà Nẵng,Normal,Nữ,Sports and travel,51.54,5,12.885,270.585,1/26/19,17:45,Cash,257.7,4.2
213-32-1216,Hà Nội,Normal,Nữ,Electronic accessories,66.06,6,19.818,416.178,1/23/19,10:28,Cash,396.36,7.3
747-58-7183,Đà Nẵng,Normal,Nam,Fashion accessories,57.27,3,8.5905,180.4005,2/9/19,20:31,Ewallet,171.81,6.5
582-52-8065,Đà Nẵng,Normal,Nữ,Fashion accessories,54.31,9,24.4395,513.2295,2/22/19,10:49,Cash,488.79,8.9
210-57-1719,Đà Nẵng,Normal,Nữ,Health and beauty,58.24,9,26.208,550.368,2/5/19,12:34,Cash,524.16,9.7
399-69-4630,TP HCM,Normal,Nam,Electronic accessories,22.21,6,6.663,139.923,3/7/19,10:23,Credit card,133.26,8.6
134-75-2619,Hà Nội,Member,Nam,Electronic accessories,19.32,7,6.762,142.002,3/25/19,18:51,Cash,135.24,6.9
356-44-8813,Đà Nẵng,Normal,Nam,Home and lifestyle,37.48,3,5.622,118.062,1/20/19,13:45,Credit card,112.44,7.7
198-66-9832,Đà Nẵng,Member,Nữ,Fashion accessories,72.04,2,7.204,151.284,2/4/19,19:38,Cash,144.08,9.5
283-26-5248,TP HCM,Member,Nữ,Food and beverages,98.52,10,49.26,1034.46,1/30/19,20:23,Ewallet,985.2,4.5
712-39-0363,Hà Nội,Member,Nam,Food and beverages,41.66,6,12.498,262.458,1/2/19,15:24,Ewallet,249.96,5.6
218-59-9410,Hà Nội,Member,Nữ,Home and lifestyle,72.42,3,10.863,228.123,3/29/19,16:54,Ewallet,217.26,8.2
174-75-0888,Đà Nẵng,Normal,Nam,Electronic accessories,21.58,9,9.711,203.931,3/14/19,12:32,Cash,194.22,7.3
866-99-7614,TP HCM,Normal,Nam,Food and beverages,89.2,10,44.6,936.6,2/11/19,15:42,Credit card,892,4.4
134-54-4720,TP HCM,Normal,Nữ,Electronic accessories,42.42,8,16.968,356.328,1/30/19,13:58,Ewallet,339.36,5.7
760-90-2357,Hà Nội,Member,Nam,Electronic accessories,74.51,6,22.353,469.413,3/20/19,15:08,Ewallet,447.06,5
514-37-2845,Đà Nẵng,Normal,Nam,Fashion accessories,99.25,2,9.925,208.425,3/20/19,13:02,Cash,198.5,9
698-98-5964,Hà Nội,Normal,Nữ,Food and beverages,81.21,10,40.605,852.705,1/17/19,13:01,Credit card,812.1,6.3
718-57-9773,TP HCM,Normal,Nữ,Sports and travel,49.33,10,24.665,517.965,2/3/19,16:40,Credit card,493.3,9.4
651-88-7328,Hà Nội,Normal,Nữ,Fashion accessories,65.74,9,29.583,621.243,1/1/19,13:55,Cash,591.66,7.7
241-11-2261,Đà Nẵng,Normal,Nữ,Fashion accessories,79.86,7,27.951,586.971,1/10/19,10:33,Credit card,559.02,5.5
408-26-9866,TP HCM,Normal,Nữ,Sports and travel,73.98,7,25.893,543.753,3/2/19,16:42,Ewallet,517.86,4.1
834-83-1826,Đà Nẵng,Member,Nữ,Home and lifestyle,82.04,5,20.51,430.71,2/25/19,17:16,Credit card,410.2,7.6
343-61-3544,Đà Nẵng,Member,Nam,Sports and travel,26.67,10,13.335,280.035,1/29/19,11:48,Cash,266.7,8.6
239-48-4278,Hà Nội,Member,Nam,Food and beverages,10.13,7,3.5455,74.4555,3/10/19,19:35,Ewallet,70.91,8.3
355-34-6244,Đà Nẵng,Normal,Nam,Food and beverages,72.39,2,7.239,152.019,1/13/19,19:55,Credit card,144.78,8.1
550-84-8664,Hà Nội,Normal,Nam,Sports and travel,85.91,5,21.4775,451.0275,3/22/19,14:33,Credit card,429.55,8.6
339-96-8318,Đà Nẵng,Member,Nam,Fashion accessories,81.31,7,28.4585,597.6285,3/1/19,19:49,Ewallet,569.17,6.3
458-61-0011,Đà Nẵng,Normal,Nam,Food and beverages,60.3,4,12.06,253.26,2/20/19,18:43,Cash,241.2,5.8
592-34-6155,TP HCM,Normal,Nam,Food and beverages,31.77,4,6.354,133.434,1/14/19,14:43,Ewallet,127.08,6.2
797-88-0493,TP HCM,Normal,Nữ,Health and beauty,64.27,4,12.854,269.934,3/26/19,13:54,Cash,257.08,7.7
207-73-1363,TP HCM,Normal,Nam,Health and beauty,69.51,2,6.951,145.971,3/1/19,12:15,Ewallet,139.02,8.1
390-31-6381,TP HCM,Normal,Nam,Food and beverages,27.22,3,4.083,85.743,1/7/19,12:37,Cash,81.66,7.3
443-82-0585,TP HCM,Member,Nữ,Health and beauty,77.68,4,15.536,326.256,2/1/19,19:54,Cash,310.72,8.4
339-18-7061,TP HCM,Member,Nữ,Fashion accessories,92.98,2,9.298,195.258,2/13/19,15:06,Credit card,185.96,8
359-90-3665,Đà Nẵng,Member,Nữ,Fashion accessories,18.08,4,3.616,75.936,1/14/19,18:03,Credit card,72.32,9.5
375-72-3056,Đà Nẵng,Normal,Nam,Sports and travel,63.06,3,9.459,198.639,1/19/19,15:58,Ewallet,189.18,7
127-47-6963,Hà Nội,Normal,Nam,Health and beauty,51.71,4,10.342,217.182,3/9/19,13:53,Credit card,206.84,9.8
278-86-2735,Hà Nội,Normal,Nữ,Food and beverages,52.34,3,7.851,164.871,3/27/19,14:03,Cash,157.02,9.2
695-28-6250,Hà Nội,Normal,Nữ,Sports and travel,43.06,5,10.765,226.065,2/4/19,16:38,Ewallet,215.3,7.7
379-17-6588,TP HCM,Normal,Nam,Fashion accessories,59.61,10,29.805,625.905,3/14/19,11:07,Cash,596.1,5.3
227-50-3718,Hà Nội,Normal,Nam,Health and beauty,14.62,5,3.655,76.755,3/4/19,12:23,Cash,73.1,4.4
302-15-2162,TP HCM,Member,Nam,Health and beauty,46.53,6,13.959,293.139,3/3/19,10:54,Credit card,279.18,4.3
788-07-8452,TP HCM,Member,Nữ,Home and lifestyle,24.24,7,8.484,178.164,1/27/19,17:38,Ewallet,169.68,9.4
560-49-6611,Hà Nội,Member,Nữ,Sports and travel,45.58,1,2.279,47.859,2/7/19,14:13,Cash,45.58,9.8
880-35-0356,Hà Nội,Member,Nữ,Sports and travel,75.2,3,11.28,236.88,2/5/19,11:51,Ewallet,225.6,4.8
585-11-6748,Đà Nẵng,Member,Nam,Sports and travel,96.8,3,14.52,304.92,3/15/19,13:05,Cash,290.4,5.3
470-31-3286,Đà Nẵng,Normal,Nam,Health and beauty,14.82,3,2.223,46.683,3/1/19,11:30,Credit card,44.46,8.7
152-68-2907,Hà Nội,Normal,Nam,Food and beverages,52.2,3,7.83,164.43,2/15/19,13:30,Credit card,156.6,9.5
123-35-4896,TP HCM,Normal,Nữ,Sports and travel,46.66,9,20.997,440.937,2/17/19,19:11,Ewallet,419.94,5.3
258-69-7810,TP HCM,Normal,Nữ,Fashion accessories,36.85,5,9.2125,193.4625,1/26/19,18:53,Cash,184.25,9.2
334-64-2006,Hà Nội,Member,Nữ,Home and lifestyle,70.32,2,7.032,147.672,3/24/19,14:22,Ewallet,140.64,9.6
219-61-4139,TP HCM,Normal,Nam,Electronic accessories,83.08,1,4.154,87.234,1/23/19,17:16,Ewallet,83.08,6.4
881-41-7302,TP HCM,Normal,Nữ,Fashion accessories,64.99,1,3.2495,68.2395,1/26/19,10:06,Credit card,64.99,4.5
373-09-4567,TP HCM,Normal,Nam,Food and beverages,77.56,10,38.78,814.38,3/14/19,20:35,Ewallet,775.6,6.9
642-30-6693,TP HCM,Normal,Nữ,Sports and travel,54.51,6,16.353,343.413,3/17/19,13:54,Ewallet,327.06,7.8
484-22-8230,TP HCM,Member,Nữ,Fashion accessories,51.89,7,18.1615,381.3915,1/8/19,20:08,Cash,363.23,4.5
830-58-2383,TP HCM,Normal,Nam,Home and lifestyle,31.75,4,6.35,133.35,2/8/19,15:26,Cash,127,8.6
559-98-9873,TP HCM,Member,Nữ,Fashion accessories,53.65,7,18.7775,394.3275,2/10/19,12:56,Ewallet,375.55,5.2
544-32-5024,TP HCM,Member,Nữ,Food and beverages,49.79,4,9.958,209.118,3/28/19,19:16,Credit card,199.16,6.4
318-12-0304,TP HCM,Normal,Nam,Fashion accessories,30.61,1,1.5305,32.1405,1/23/19,12:20,Ewallet,30.61,5.2
349-97-8902,TP HCM,Member,Nam,Food and beverages,57.89,2,5.789,121.569,1/17/19,10:37,Ewallet,115.78,8.9
421-95-9805,TP HCM,Normal,Nữ,Electronic accessories,28.96,1,1.448,30.408,2/7/19,10:18,Credit card,28.96,6.2
277-35-5865,TP HCM,Member,Nữ,Food and beverages,98.97,9,44.5365,935.2665,3/9/19,11:23,Cash,890.73,6.7
789-23-8625,TP HCM,Member,Nam,Fashion accessories,93.22,3,13.983,293.643,1/24/19,11:45,Cash,279.66,7.2
284-54-4231,TP HCM,Member,Nam,Sports and travel,80.93,1,4.0465,84.9765,1/19/19,16:08,Credit card,80.93,9
443-59-0061,Hà Nội,Member,Nam,Food and beverages,67.45,10,33.725,708.225,2/3/19,11:25,Ewallet,674.5,4.2
509-29-3912,Hà Nội,Member,Nữ,Sports and travel,38.72,9,17.424,365.904,3/20/19,12:24,Ewallet,348.48,4.2
327-40-9673,Đà Nẵng,Member,Nam,Sports and travel,72.6,6,21.78,457.38,1/13/19,19:51,Cash,435.6,6.9
840-19-2096,TP HCM,Member,Nam,Electronic accessories,87.91,5,21.9775,461.5275,3/14/19,18:10,Ewallet,439.55,4.4
828-46-6863,Hà Nội,Member,Nam,Food and beverages,98.53,6,29.559,620.739,1/23/19,11:22,Credit card,591.18,4
641-96-3695,TP HCM,Member,Nữ,Fashion accessories,43.46,6,13.038,273.798,2/7/19,17:55,Ewallet,260.76,8.5
420-97-3340,Hà Nội,Normal,Nữ,Food and beverages,71.68,3,10.752,225.792,3/28/19,15:30,Credit card,215.04,9.2
436-54-4512,Hà Nội,Member,Nữ,Food and beverages,91.61,1,4.5805,96.1905,3/20/19,19:44,Cash,91.61,9.8
670-79-6321,Đà Nẵng,Member,Nữ,Home and lifestyle,94.59,7,33.1065,695.2365,1/17/19,15:27,Credit card,662.13,4.9
852-62-7105,Đà Nẵng,Normal,Nữ,Fashion accessories,83.25,10,41.625,874.125,1/12/19,11:25,Credit card,832.5,4.4
